blockcollect,ID,condition,correctcollect,p,trialcollect
test,4,ind,0.5714285714285714,0.00010084140007430232,44
test,4,ind,0.7142857142857143,5.152090827894968e-05,45
test,4,ind,0.42857142857142855,3.6431934422798304e-05,46
test,4,ind,0.2857142857142857,6.062463076143128e-05,47
test,4,ind,0.21428571428571427,0.0003389016748258254,48
test,4,m1,0.35714285714285715,0.0003551953155230554,49
test,4,m1,0.7142857142857143,2.893236491215218e-06,50
test,4,m1,0.35714285714285715,8.202159023806566e-08,51
test,4,m1,0.21428571428571427,2.8161113670770723e-07,52
test,4,m1,0.35714285714285715,0.0003477472403857501,53
test,4,m1,0.7142857142857143,0.001441597732238209,54
test,4,m1,0.2857142857142857,0.006869632939319299,55
test,4,m1,0.42857142857142855,3.799122916719858e-06,56
test,4,m2,0.5714285714285714,8.507924430903847e-06,57
test,4,m2,0.42857142857142855,1.5560844783195143e-05,58
test,4,m2,0.42857142857142855,0.0004579632401145541,59
test,4,m2,0.6428571428571429,3.1295902229613724e-05,60
test,4,m2,0.2857142857142857,0.025234269222092865,61
test,4,m2,0.42857142857142855,0.01159828026490955,62
test,4,m2,0.35714285714285715,0.00030961922255228836,63
test,4,m2,0.42857142857142855,0.0017569968493501603,64
train,5,m1,0.42857142857142855,0.0038790917785011137,1
train,5,m1,0.5,5.37681065779322e-05,2
train,5,m1,0.42857142857142855,0.00011445193305846387,3
train,5,m1,0.14285714285714285,0.0016769105995308412,4
train,5,m1,0.6428571428571429,0.07254153882655498,5
train,5,m1,0.6428571428571429,0.07427409424910363,6
train,5,m1,0.5714285714285714,0.00015918616349745043,7
train,5,m1,0.42857142857142855,9.811823022410672e-05,8
train,5,m1,0.21428571428571427,0.0008752664236772727,9
train,5,m1,0.35714285714285715,0.05151195058109919,10
train,5,m1,0.6428571428571429,0.012270114057191231,11
train,5,m1,0.35714285714285715,0.012484715498312569,12
train,5,m1,0.21428571428571427,0.0017670525368914094,13
train,5,m1,1.0,0.10660234741786948,14
train,5,m1,0.42857142857142855,0.01415716395014657,15
train,5,m1,0.5,1.6691679414559958e-05,16
train,5,m1,0.35714285714285715,0.00024153531164280092,17
train,5,m1,1.0,0.11459090788579562,18
train,5,m1,1.0,0.12105170703346628,19
train,5,m1,1.0,0.12417021628545273,20
train,5,m1,0.35714285714285715,9.293570466198718e-05,21
train,5,m1,1.0,0.14893274439135218,22
train,5,m1,0.2857142857142857,0.0033628214152866672,23
train,5,m1,0.35714285714285715,0.01891523980566449,24
train,5,m1,1.0,0.1709643857530282,25
train,5,m1,1.0,0.16924282267362406,26
train,5,m1,0.42857142857142855,0.0024191817831348715,27
train,5,m1,0.5,0.0030905915759327214,28
train,5,m1,1.0,0.1895452583744763,29
train,5,m1,1.0,0.18759392994438095,30
train,5,m1,0.35714285714285715,0.013676226940549416,31
train,5,m1,0.5,0.00043573779423788803,32
train,5,m1,1.0,0.2063853284272364,33
train,5,m1,0.35714285714285715,0.01677951615662473,34
train,5,m1,1.0,0.15480205502642413,35
train,5,m1,1.0,0.16049078297866085,36
train,5,m1,0.5,0.00026563800276713933,37
train,5,m1,1.0,0.15593668369146754,38
train,5,m1,0.42857142857142855,0.0014022205903061423,39
train,5,m1,0.5,0.0022899339668578747,40
test,5,ind,0.5714285714285714,0.16052996848848206,41
test,5,ind,0.2857142857142857,0.0030943117170362045,42
test,5,ind,0.8571428571428571,0.17820739716445363,43
test,5,ind,0.2857142857142857,0.008529796797190643,44
test,5,ind,0.35714285714285715,0.00020047749223294693,45
test,5,ind,0.5,0.10700110202974138,46
test,5,ind,0.35714285714285715,5.549261618205144e-05,47
test,5,ind,0.6428571428571429,0.09952690042913094,48
test,5,m1,0.5,7.320210445583361e-07,49
test,5,m1,1.0,0.15687146529208257,50
test,5,m1,1.0,0.10300005378932887,51
test,5,m1,0.6428571428571429,0.00016553541816068657,52
test,5,m1,0.21428571428571427,0.0007771355942585581,53
test,5,m1,0.35714285714285715,0.002413747271742347,54
test,5,m1,0.35714285714285715,9.703357979823436e-06,55
test,5,m1,0.42857142857142855,0.021789165212220896,56
test,5,m2,0.5714285714285714,0.001489800614963617,57
test,5,m2,0.5714285714285714,0.15758512572088101,58
test,5,m2,0.5714285714285714,0.1539695378389287,59
test,5,m2,0.2857142857142857,0.00549778413589185,60
test,5,m2,0.5714285714285714,0.14382083674313606,61
test,5,m2,0.42857142857142855,5.365603792276355e-07,62
test,5,m2,0.35714285714285715,0.002562780218179964,63
test,5,m2,0.5714285714285714,0.09389187828723856,64
train,6,m1,0.5714285714285714,0.006947744429861955,1
train,6,m1,0.6428571428571429,0.0005561484148728077,2
train,6,m1,0.5714285714285714,7.610274505001209e-06,3
train,6,m1,0.21428571428571427,0.04297346077823048,4
train,6,m1,0.5,0.002612448167230341,5
train,6,m1,0.35714285714285715,2.3199730532367326e-07,6
train,6,m1,0.6428571428571429,0.07599548174110586,7
train,6,m1,0.5714285714285714,0.0007609810837786077,8
train,6,m1,0.5,0.00044806650842254945,9
train,6,m1,0.5,0.0050212602226915965,10
train,6,m1,0.35714285714285715,0.0003544684635216245,11
train,6,m1,0.5,0.0013482088071485462,12
train,6,m1,0.35714285714285715,0.0008746527882641835,13
train,6,m1,1.0,0.012955022521043587,14
train,6,m1,1.0,0.11329575316265264,15
train,6,m1,1.0,0.11976533731366193,16
train,6,m1,0.35714285714285715,0.012826397105975088,17
train,6,m1,0.42857142857142855,0.00014939715955591718,18
train,6,m1,1.0,0.1252541066972603,19
train,6,m1,0.35714285714285715,0.00044794105919921014,20
train,6,m1,1.0,0.15038317859019093,21
train,6,m1,0.5714285714285714,0.0005679976563027357,22
train,6,m1,0.5,0.0033345250869674524,23
train,6,m1,0.42857142857142855,0.013283486014490285,24
train,6,m1,0.35714285714285715,0.007358384896060023,25
train,6,m1,1.0,0.13298663413654263,26
train,6,m1,0.42857142857142855,0.0025383841258467257,27
train,6,m1,1.0,0.14515426705387988,28
train,6,m1,1.0,0.1895452583744763,29
train,6,m1,0.5714285714285714,0.00623937798083346,30
train,6,m1,1.0,0.1856766079037258,31
train,6,m1,1.0,0.183792545994431,32
train,6,m1,0.2857142857142857,2.5102320882270975e-05,33
train,6,m1,1.0,0.20423808102514215,34
train,6,m1,0.5,0.00901994126505481,35
train,6,m1,0.35714285714285715,0.016524559760946616,36
train,6,m1,0.6428571428571429,0.0018812455849369647,37
train,6,m1,1.0,0.15593668369146754,38
train,6,m1,1.0,0.21710816936109778,39
train,6,m1,0.35714285714285715,0.012525073115566943,40
test,6,m1,0.42857142857142855,0.012576832721067133,41
test,6,m1,0.42857142857142855,0.01438660348935881,42
test,6,m1,1.0,0.16835823722939516,43
test,6,m1,1.0,0.22840962598208267,44
test,6,m1,1.0,0.2484634154040759,45
test,6,m1,0.35714285714285715,0.01475824151504365,46
test,6,m1,1.0,0.24333125633705244,47
test,6,m1,1.0,0.2408227472417215,48
test,6,m2,0.5714285714285714,0.22024484901418578,49
test,6,m2,0.5714285714285714,0.0028313402423778226,50
test,6,m2,0.5714285714285714,0.20315122257436186,51
test,6,m2,0.5714285714285714,0.1984697214565413,52
test,6,m2,0.5714285714285714,0.1899855465826406,53
test,6,m2,0.5714285714285714,0.0037430040840863077,54
test,6,m2,0.6428571428571429,0.007433943639131872,55
test,6,m2,0.5714285714285714,0.12613190910287636,56
test,6,ind,0.2857142857142857,0.005578882253838579,57
test,6,ind,0.35714285714285715,0.013874375557659845,58
test,6,ind,0.2857142857142857,0.1550977149703777,59
test,6,ind,0.35714285714285715,0.0004926340757782248,60
test,6,ind,0.7857142857142857,0.14407706383495353,61
test,6,ind,0.2857142857142857,0.0024481230340776517,62
test,6,ind,0.5,0.1343876552145389,63
test,6,ind,0.5,0.014963250317889715,64
train,7,m2,0.35714285714285715,0.002320781626115372,1
train,7,m2,0.42857142857142855,0.0003644390454902807,2
train,7,m2,0.42857142857142855,4.1953284179873824e-06,3
train,7,m2,0.42857142857142855,7.205135805105913e-06,4
train,7,m2,0.5,0.0006003588528605215,5
train,7,m2,0.8571428571428571,0.007369344086952788,6
train,7,m2,0.2857142857142857,0.0001537259630330017,7
train,7,m2,0.21428571428571427,2.1236471113193183e-05,8
train,7,m2,0.42857142857142855,2.204759807132326e-05,9
train,7,m2,0.7857142857142857,0.0022261101942238778,10
train,7,m2,0.2857142857142857,0.008890200717561024,11
train,7,m2,0.42857142857142855,0.0010122622774992312,12
train,7,m2,0.21428571428571427,0.006563801439576407,13
train,7,m2,0.7142857142857143,0.0035551836726790426,14
train,7,m2,0.2857142857142857,0.04909612246904582,15
train,7,m2,0.35714285714285715,0.05042663338111237,16
train,7,m2,0.35714285714285715,0.0570145447171143,17
train,7,m2,1.0,0.12425810458065364,18
train,7,m2,1.0,0.13665792831082768,19
train,7,m2,0.7142857142857143,0.0016960970961936786,20
train,7,m2,1.0,0.1679978139186544,21
train,7,m2,0.7857142857142857,0.014496540372127135,22
train,7,m2,0.7142857142857143,2.2702894075387476e-06,23
train,7,m2,1.0,0.19461559230749267,24
train,7,m2,1.0,0.12909207890122446,25
train,7,m2,0.21428571428571427,0.004979669535936813,26
train,7,m2,0.5,0.006951611973924055,27
train,7,m2,0.7142857142857143,0.011958604889094952,28
train,7,m2,0.5714285714285714,0.0032870225362009544,29
train,7,m2,0.2857142857142857,0.001792251925501054,30
train,7,m2,0.7142857142857143,0.024841552869953036,31
train,7,m2,0.2857142857142857,0.002263688926164583,32
train,7,m2,0.35714285714285715,5.043383870285645e-08,33
train,7,m2,1.0,0.14859202469072574,34
train,7,m2,0.35714285714285715,0.12124174066892247,35
train,7,m2,0.2857142857142857,0.004194490083176256,36
train,7,m2,1.0,0.2470788308082172,37
train,7,m2,1.0,0.24387526676897867,38
train,7,m2,0.7857142857142857,0.014735769104190711,39
train,7,m2,1.0,0.26472933455147574,40
test,7,m1,0.14285714285714285,0.022933416181209344,41
test,7,m1,0.8571428571428571,0.00012407981450680028,42
test,7,m1,0.35714285714285715,3.7799606599191174e-05,43
test,7,m1,0.5714285714285714,1.676017804123644e-05,44
test,7,m1,0.42857142857142855,1.9075102083642774e-05,45
test,7,m1,0.5714285714285714,0.19153821240207997,46
test,7,m1,0.6428571428571429,0.006122549888761086,47
test,7,m1,0.5,0.00823450176968797,48
test,7,ind,0.42857142857142855,0.17185592947631853,49
test,7,ind,0.6428571428571429,0.056132461983769984,50
test,7,ind,0.42857142857142855,0.054200589354479356,51
test,7,ind,0.35714285714285715,0.06836883332325337,52
test,7,ind,0.2857142857142857,0.00877140666459151,53
test,7,ind,0.2857142857142857,0.00012497690699669423,54
test,7,ind,0.21428571428571427,2.7534048711099574e-05,55
test,7,ind,0.35714285714285715,0.12697690260057043,56
test,7,m2,0.2857142857142857,0.014851037384374946,57
test,7,m2,0.42857142857142855,0.005360606818923165,58
test,7,m2,1.0,0.0852174112583313,59
test,7,m2,0.35714285714285715,0.0009430873574804723,60
test,7,m2,0.7857142857142857,0.0053105284844244365,61
test,7,m2,0.5,4.3087161274138733e-05,62
test,7,m2,0.2857142857142857,0.014061205320795602,63
test,7,m2,0.5714285714285714,0.0004845184576774995,64
train,8,m1,0.5,0.001045593422033837,1
train,8,m1,0.42857142857142855,1.2591163923743191e-05,2
train,8,m1,0.35714285714285715,6.4465120141934104e-06,3
train,8,m1,0.2857142857142857,2.613324231556992e-07,4
train,8,m1,0.2857142857142857,0.000797060877786343,5
train,8,m1,0.35714285714285715,0.006203036374168173,6
train,8,m1,0.35714285714285715,0.019237138765077173,7
train,8,m1,0.35714285714285715,0.0005265247403749466,8
train,8,m1,0.5714285714285714,0.0018368686884116324,9
train,8,m1,0.42857142857142855,0.0026268315755290663,10
train,8,m1,0.35714285714285715,0.004513690527242591,11
train,8,m1,0.35714285714285715,0.05783543591970863,12
train,8,m1,0.2857142857142857,2.3388649814312224e-06,13
train,8,m1,0.35714285714285715,1.7073268952450576e-06,14
train,8,m1,0.42857142857142855,0.0005210648741540292,15
train,8,m1,0.42857142857142855,1.260045294991172e-05,16
train,8,m1,0.21428571428571427,0.0011007991564447772,17
train,8,m1,1.0,0.12635991559563273,18
train,8,m1,1.0,0.1252541066972603,19
train,8,m1,1.0,0.1272738191968524,20
train,8,m1,1.0,0.15038317859019093,21
train,8,m1,0.42857142857142855,0.0015357069488945978,22
train,8,m1,1.0,0.1304905000772646,23
train,8,m1,0.6428571428571429,0.023004934684527713,24
train,8,m1,0.35714285714285715,0.0014487079618535387,25
train,8,m1,0.42857142857142855,0.0025420661720081663,26
train,8,m1,0.5,0.0058062942634599666,27
train,8,m1,1.0,0.16589288098973928,28
train,8,m1,0.7142857142857143,0.001046859791214431,29
train,8,m1,0.35714285714285715,1.8824281632687385e-06,30
train,8,m1,1.0,0.1856766079037258,31
train,8,m1,1.0,0.15310397545760251,32
train,8,m1,1.0,0.2063853284272364,33
train,8,m1,1.0,0.20423808102514215,34
train,8,m1,1.0,0.15480205502642413,35
train,8,m1,1.0,0.20005068118395,36
train,8,m1,0.5714285714285714,0.011214354017618108,37
train,8,m1,1.0,0.21938610915760912,38
train,8,m1,1.0,0.16180859094628072,39
train,8,m1,0.35714285714285715,5.124089684009032e-05,40
test,8,ind,0.6428571428571429,0.1544576451236162,41
test,8,ind,0.5714285714285714,0.19200373695265122,42
test,8,ind,0.35714285714285715,0.004366262029267566,43
test,8,ind,0.42857142857142855,0.17083242645301003,44
test,8,ind,0.42857142857142855,0.013935193894739236,45
test,8,ind,0.5,0.15724284372957054,46
test,8,ind,0.8571428571428571,0.10195077623527186,47
test,8,ind,0.5,0.005314701392188887,48
test,8,m2,0.2857142857142857,0.005467958148792163,49
test,8,m2,0.42857142857142855,0.019849527741962025,50
test,8,m2,0.5714285714285714,0.0009296329547302878,51
test,8,m2,0.5714285714285714,0.1320126671451193,52
test,8,m2,0.6428571428571429,0.007486929160145448,53
test,8,m2,0.5714285714285714,0.12810437954554615,54
test,8,m2,0.5714285714285714,0.12684959345561614,55
test,8,m2,0.35714285714285715,0.01585173316680375,56
test,8,m1,0.42857142857142855,0.0173647531485422,57
test,8,m1,0.5714285714285714,8.250296934466051e-07,58
test,8,m1,1.0,0.14038658203325494,59
test,8,m1,0.35714285714285715,0.00203691537033195,60
test,8,m1,0.42857142857142855,3.6315754634726954e-05,61
test,8,m1,1.0,0.15628899761647205,62
test,8,m1,1.0,0.15522568645626333,63
test,8,m1,0.5714285714285714,0.008172130607214024,64
train,9,ind,0.2857142857142857,1.481348909011581e-06,1
train,9,ind,0.5,4.876279922500351e-06,2
train,9,ind,0.42857142857142855,0.012223492764674188,3
train,9,ind,0.35714285714285715,0.06481286513277726,4
train,9,ind,0.14285714285714285,2.729284756881113e-05,5
train,9,ind,0.42857142857142855,0.00011985754800586978,6
train,9,ind,0.42857142857142855,0.00015732475932385363,7
train,9,ind,0.5,3.175286334825548e-05,8
train,9,ind,0.42857142857142855,0.0003137459445223672,9
train,9,ind,0.5,4.690367837207627e-06,10
train,9,ind,0.42857142857142855,1.0730005127404586e-07,11
train,9,ind,0.35714285714285715,6.426549724933041e-08,12
train,9,ind,0.35714285714285715,0.00019476904829184745,13
train,9,ind,0.2857142857142857,2.914837300509222e-07,14
train,9,ind,0.5,7.271749174651519e-05,15
train,9,ind,0.42857142857142855,1.4907578624824592e-06,16
train,9,ind,0.5,0.00015372063401907185,17
train,9,ind,0.5,4.863510773095837e-05,18
train,9,ind,0.7142857142857143,9.903842526091544e-05,19
train,9,ind,0.5,0.00042122632017790255,20
train,9,ind,0.5,9.169547799914593e-05,21
train,9,ind,0.35714285714285715,0.00019790957020264803,22
train,9,ind,0.2857142857142857,0.00010363291590209616,23
train,9,ind,0.2857142857142857,2.1238417638907695e-05,24
train,9,ind,0.6428571428571429,0.0002680226689564442,25
train,9,ind,0.42857142857142855,0.008469519160195881,26
train,9,ind,0.2857142857142857,0.00514996421033498,27
train,9,ind,0.5714285714285714,7.001531485358904e-05,28
train,9,ind,0.35714285714285715,4.997975251837944e-11,29
train,9,ind,0.5,0.009838213588732372,30
train,9,ind,0.07142857142857142,0.00025494452996715925,31
train,9,ind,0.21428571428571427,0.010553972129210358,32
train,9,ind,0.5714285714285714,1.270898806351379e-06,33
train,9,ind,0.35714285714285715,0.0018179691912008785,34
train,9,ind,0.35714285714285715,0.0088663099068131,35
train,9,ind,0.35714285714285715,0.010180927200929318,36
train,9,ind,0.14285714285714285,0.008626295479440316,37
train,9,ind,0.35714285714285715,9.308656285602926e-05,38
train,9,ind,0.5,4.266430047904893e-07,39
train,9,ind,0.5,0.0008546367856598363,40
test,9,m1,0.42857142857142855,6.492002105499091e-06,41
test,9,m1,0.5,0.0033437593256175546,42
test,9,m1,0.14285714285714285,0.0005887688879317994,43
test,9,m1,0.5,0.0007851715396555722,44
test,9,m1,0.6428571428571429,9.712153790207711e-05,45
test,9,m1,0.21428571428571427,0.0012037272618553982,46
test,9,m1,0.42857142857142855,1.568324844636315e-05,47
test,9,m1,0.2857142857142857,0.00026534767726744073,48
test,9,ind,0.35714285714285715,0.0011400269534457387,49
test,9,ind,0.14285714285714285,0.0007945505776877091,50
test,9,ind,0.6428571428571429,0.0003476876658135565,51
test,9,ind,0.5714285714285714,0.002610457788075123,52
test,9,ind,0.35714285714285715,2.29842731375899e-06,53
test,9,ind,0.42857142857142855,0.0002639173894362368,54
test,9,ind,0.35714285714285715,1.131747493774563e-06,55
test,9,ind,0.6428571428571429,0.00021753550865888488,56
test,9,m2,0.7142857142857143,0.006854495680297398,57
test,9,m2,0.5714285714285714,0.00036480914590478875,58
test,9,m2,0.7142857142857143,0.006555366109165647,59
test,9,m2,0.35714285714285715,1.2567006266143608e-05,60
test,9,m2,0.35714285714285715,0.002660860552615261,61
test,9,m2,0.5,0.00015952964764851457,62
test,9,m2,0.2857142857142857,2.796697016218713e-09,63
test,9,m2,0.35714285714285715,2.214073833606245e-06,64
train,10,m2,0.42857142857142855,0.00029620252553589266,1
train,10,m2,0.35714285714285715,0.004078693746406,2
train,10,m2,0.2857142857142857,0.0007723192318426516,3
train,10,m2,0.42857142857142855,0.030507860589936122,4
train,10,m2,0.42857142857142855,1.6292527164199293e-05,5
train,10,m2,0.42857142857142855,2.7294817814554727e-05,6
train,10,m2,0.2857142857142857,0.008787740433811041,7
train,10,m2,0.7142857142857143,0.08235345352764586,8
train,10,m2,0.8571428571428571,0.003285047046276434,9
train,10,m2,0.5714285714285714,0.014876678160127015,10
train,10,m2,0.35714285714285715,0.05043364296988959,11
train,10,m2,0.35714285714285715,0.11141943487485731,12
train,10,m2,0.35714285714285715,0.11807006380707928,13
train,10,m2,0.35714285714285715,0.0025783474915790964,14
train,10,m2,0.21428571428571427,0.006754337649517925,15
train,10,m2,0.35714285714285715,0.004360665564462103,16
