ID,condition,recallcollect,instructioncollect,trialcollect,correctcollect
55,m1,K,K,47,1
55,m1,K,K,47,1
55,m1,F,F,47,1
55,m1,K,F,47,0
55,m1,K,F,47,0
55,m1,K,F,47,0
55,m1,F,K,47,0
55,m1,K,F,47,0
55,m1,K,K,48,1
55,m1,F,F,48,1
55,m1,K,F,48,0
55,m1,F,F,48,1
55,m1,K,F,48,0
55,m1,F,F,48,1
55,m1,F,K,48,0
55,m1,F,K,48,0
55,m1,F,K,48,0
55,m1,F,K,48,0
55,m1,F,F,48,1
55,m1,K,K,48,1
55,ind,K,K,49,1
55,ind,K,F,49,0
55,ind,K,F,49,0
55,ind,K,F,49,0
55,ind,K,K,49,1
55,ind,F,F,49,1
55,ind,F,F,49,1
55,ind,F,K,49,0
55,ind,F,F,49,1
55,ind,F,K,49,0
55,ind,K,K,49,1
55,ind,K,K,49,1
55,ind,F,F,50,1
55,ind,F,K,50,0
55,ind,K,F,50,0
55,ind,F,F,50,1
55,ind,K,K,50,1
55,ind,F,F,50,1
55,ind,K,K,50,1
55,ind,K,F,50,0
55,ind,K,K,50,1
55,ind,K,K,50,1
55,ind,K,K,50,1
55,ind,K,F,50,0
55,ind,F,F,51,1
55,ind,K,K,51,1
55,ind,F,F,51,1
55,ind,F,F,51,1
55,ind,K,K,51,1
55,ind,F,F,51,1
55,ind,K,K,51,1
55,ind,F,F,51,1
55,ind,K,K,51,1
55,ind,K,F,51,0
55,ind,K,K,51,1
55,ind,K,K,51,1
55,ind,K,K,52,1
55,ind,K,K,52,1
55,ind,K,F,52,0
55,ind,K,K,52,1
55,ind,K,F,52,0
55,ind,F,K,52,0
55,ind,F,F,52,1
55,ind,F,K,52,0
55,ind,K,F,52,0
55,ind,F,K,52,0
55,ind,F,F,52,1
55,ind,K,F,52,0
55,ind,F,F,53,1
55,ind,F,F,53,1
55,ind,K,F,53,0
55,ind,K,K,53,1
55,ind,F,K,53,0
55,ind,K,F,53,0
55,ind,K,K,53,1
55,ind,K,K,53,1
55,ind,F,K,53,0
55,ind,K,F,53,0
55,ind,F,K,53,0
55,ind,F,F,53,1
55,ind,F,F,54,1
55,ind,K,K,54,1
55,ind,K,K,54,1
55,ind,K,K,54,1
55,ind,K,K,54,1
55,ind,F,F,54,1
55,ind,K,F,54,0
55,ind,F,K,54,0
55,ind,K,F,54,0
55,ind,F,F,54,1
55,ind,K,K,54,1
55,ind,K,F,54,0
55,ind,K,K,55,1
55,ind,K,F,55,0
55,ind,F,F,55,1
55,ind,F,F,55,1
55,ind,F,K,55,0
55,ind,F,K,55,0
55,ind,F,F,55,1
55,ind,F,K,55,0
55,ind,K,F,55,0
55,ind,K,F,55,0
55,ind,K,K,55,1
55,ind,K,K,55,1
55,ind,K,K,56,1
55,ind,K,F,56,0
55,ind,F,F,56,1
55,ind,K,F,56,0
55,ind,F,K,56,0
55,ind,K,F,56,0
55,ind,K,K,56,1
55,ind,K,K,56,1
55,ind,F,K,56,0
55,ind,F,K,56,0
55,ind,K,F,56,0
55,ind,K,F,56,0
55,m2,F,F,57,1
55,m2,K,F,57,0
55,m2,K,F,57,0
55,m2,K,K,57,1
55,m2,K,K,57,1
55,m2,K,F,57,0
55,m2,K,F,57,0
55,m2,F,K,57,0
55,m2,F,K,57,0
55,m2,F,K,57,0
55,m2,F,K,57,0
55,m2,K,F,57,0
55,m2,K,K,58,1
55,m2,K,K,58,1
55,m2,K,K,58,1
55,m2,K,F,58,0
55,m2,F,F,58,1
55,m2,F,K,58,0
55,m2,K,K,58,1
55,m2,K,F,58,0
55,m2,F,F,58,1
55,m2,K,F,58,0
55,m2,F,F,58,1
55,m2,K,K,58,1
55,m2,F,F,59,1
55,m2,F,F,59,1
55,m2,K,F,59,0
55,m2,K,K,59,1
55,m2,K,K,59,1
55,m2,K,F,59,0
55,m2,K,F,59,0
55,m2,F,K,59,0
55,m2,K,K,59,1
55,m2,K,K,59,1
55,m2,K,K,59,1
55,m2,F,F,59,1
55,m2,K,K,60,1
55,m2,F,K,60,0
55,m2,F,K,60,0
55,m2,K,F,60,0
55,m2,F,F,60,1
55,m2,F,K,60,0
55,m2,F,K,60,0
55,m2,F,F,60,1
55,m2,K,F,60,0
55,m2,K,F,60,0
55,m2,K,F,60,0
55,m2,K,K,60,1
55,m2,F,F,61,1
55,m2,K,F,61,0
55,m2,K,F,61,0
55,m2,K,K,61,1
55,m2,K,K,61,1
55,m2,K,F,61,0
55,m2,F,F,61,1
55,m2,K,K,61,1
55,m2,F,K,61,0
55,m2,F,K,61,0
55,m2,K,K,61,1
55,m2,K,F,61,0
55,m2,K,K,62,1
55,m2,K,K,62,1
55,m2,K,K,62,1
55,m2,F,F,62,1
55,m2,F,F,62,1
55,m2,K,K,62,1
55,m2,F,K,62,0
55,m2,F,F,62,1
55,m2,F,F,62,1
55,m2,K,F,62,0
55,m2,F,F,62,1
55,m2,K,K,62,1
55,m2,F,F,63,1
55,m2,F,F,63,1
55,m2,K,F,63,0
55,m2,F,K,63,0
55,m2,K,K,63,1
55,m2,F,F,63,1
55,m2,K,F,63,0
55,m2,K,K,63,1
55,m2,K,K,63,1
55,m2,K,K,63,1
55,m2,K,K,63,1
55,m2,K,F,63,0
55,m2,K,K,64,1
55,m2,K,K,64,1
55,m2,F,K,64,0
55,m2,K,F,64,0
55,m2,F,F,64,1
55,m2,F,K,64,0
55,m2,K,K,64,1
55,m2,F,F,64,1
55,m2,K,F,64,0
55,m2,K,F,64,0
55,m2,F,F,64,1
55,m2,F,K,64,0
56,m2,J,J,1,1
56,m2,L,J,1,0
56,m2,L,J,1,0
56,m2,L,L,1,1
56,m2,L,L,1,1
56,m2,L,J,1,0
56,m2,L,J,1,0
56,m2,L,L,1,1
56,m2,L,L,1,1
56,m2,L,L,1,1
56,m2,J,L,1,0
56,m2,J,J,1,1
56,m2,K,K,2,1
56,m2,L,K,2,0
56,m2,K,K,2,1
56,m2,K,L,2,0
56,m2,K,L,2,0
56,m2,L,K,2,0
56,m2,K,K,2,1
56,m2,K,L,2,0
56,m2,K,L,2,0
56,m2,L,L,2,1
56,m2,L,L,2,1
56,m2,K,K,2,1
56,m2,J,J,3,1
56,m2,J,J,3,1
56,m2,J,J,3,1
56,m2,J,L,3,0
56,m2,J,L,3,0
56,m2,J,J,3,1
56,m2,J,J,3,1
56,m2,J,L,3,0
56,m2,J,L,3,0
56,m2,J,L,3,0
56,m2,J,L,3,0
56,m2,J,J,3,1
56,m2,L,L,4,1
56,m2,L,L,4,1
56,m2,L,L,4,1
56,m2,L,K,4,0
56,m2,L,K,4,0
56,m2,K,L,4,0
56,m2,K,L,4,0
56,m2,L,K,4,0
56,m2,L,K,4,0
56,m2,K,K,4,1
56,m2,L,K,4,0
56,m2,L,L,4,1
56,m2,K,K,5,1
56,m2,K,K,5,1
56,m2,K,K,5,1
56,m2,S,S,5,1
56,m2,K,S,5,0
56,m2,K,K,5,1
56,m2,S,K,5,0
56,m2,K,S,5,0
56,m2,K,S,5,0
56,m2,K,S,5,0
56,m2,K,S,5,0
56,m2,K,K,5,1
56,m2,L,L,6,1
56,m2,L,L,6,1
56,m2,L,L,6,1
56,m2,K,K,6,1
56,m2,L,K,6,0
56,m2,L,L,6,1
56,m2,L,L,6,1
56,m2,K,K,6,1
56,m2,K,K,6,1
56,m2,K,K,6,1
56,m2,L,K,6,0
56,m2,L,L,6,1
56,m2,L,L,7,1
56,m2,L,L,7,1
56,m2,J,L,7,0
56,m2,J,J,7,1
56,m2,L,J,7,0
56,m2,L,L,7,1
56,m2,L,L,7,1
56,m2,L,J,7,0
56,m2,J,J,7,1
56,m2,L,J,7,0
56,m2,J,J,7,1
56,m2,J,L,7,0
56,m2,S,S,8,1
56,m2,K,S,8,0
56,m2,K,S,8,0
56,m2,K,K,8,1
56,m2,S,K,8,0
56,m2,S,S,8,1
56,m2,K,S,8,0
56,m2,K,K,8,1
56,m2,S,K,8,0
56,m2,S,K,8,0
56,m2,K,K,8,1
56,m2,K,S,8,0
56,m2,S,S,9,1
56,m2,L,S,9,0
56,m2,L,S,9,0
56,m2,L,L,9,1
56,m2,S,L,9,0
56,m2,S,S,9,1
56,m2,L,S,9,0
56,m2,L,L,9,1
56,m2,S,L,9,0
56,m2,S,L,9,0
56,m2,L,L,9,1
56,m2,L,S,9,0
56,m2,K,K,10,1
56,m2,K,K,10,1
56,m2,S,K,10,0
56,m2,S,S,10,1
56,m2,K,S,10,0
56,m2,K,K,10,1
56,m2,S,K,10,0
56,m2,S,S,10,1
56,m2,S,S,10,1
56,m2,S,S,10,1
56,m2,K,S,10,0
56,m2,K,K,10,1
56,m2,S,S,11,1
56,m2,S,S,11,1
56,m2,S,S,11,1
56,m2,J,J,11,1
56,m2,J,J,11,1
56,m2,S,S,11,1
56,m2,S,S,11,1
56,m2,J,J,11,1
56,m2,J,J,11,1
56,m2,J,J,11,1
56,m2,J,J,11,1
56,m2,S,S,11,1
56,m2,J,J,12,1
56,m2,J,J,12,1
56,m2,J,J,12,1
56,m2,J,L,12,0
56,m2,J,L,12,0
56,m2,L,J,12,0
56,m2,L,J,12,0
56,m2,J,L,12,0
56,m2,J,L,12,0
56,m2,J,L,12,0
56,m2,J,L,12,0
56,m2,J,J,12,1
56,m2,L,L,13,1
56,m2,L,L,13,1
56,m2,L,L,13,1
56,m2,K,K,13,1
56,m2,L,K,13,0
56,m2,L,L,13,1
56,m2,L,L,13,1
56,m2,L,K,13,0
56,m2,L,K,13,0
56,m2,K,K,13,1
56,m2,K,K,13,1
56,m2,L,L,13,1
56,m2,S,S,14,1
56,m2,S,S,14,1
56,m2,K,S,14,0
56,m2,S,K,14,0
56,m2,S,K,14,0
56,m2,S,S,14,1
56,m2,S,S,14,1
56,m2,S,K,14,0
56,m2,K,K,14,1
56,m2,K,K,14,1
56,m2,S,K,14,0
56,m2,S,S,14,1
56,m2,J,J,15,1
56,m2,J,J,15,1
56,m2,J,J,15,1
56,m2,J,S,15,0
56,m2,J,S,15,0
56,m2,S,J,15,0
56,m2,S,J,15,0
56,m2,J,S,15,0
56,m2,J,S,15,0
56,m2,S,S,15,1
56,m2,S,S,15,1
56,m2,S,J,15,0
56,m2,S,S,16,1
56,m2,S,S,16,1
56,m2,L,S,16,0
56,m2,S,L,16,0
56,m2,S,L,16,0
56,m2,S,S,16,1
56,m2,L,S,16,0
56,m2,L,L,16,1
56,m2,S,L,16,0
56,m2,S,L,16,0
56,m2,S,L,16,0
56,m2,S,S,16,1
56,m2,J,J,17,1
56,m2,J,J,17,1
56,m2,J,J,17,1
56,m2,J,K,17,0
56,m2,J,K,17,0
56,m2,K,J,17,0
56,m2,K,J,17,0
56,m2,J,K,17,0
56,m2,J,K,17,0
56,m2,J,K,17,0
56,m2,J,K,17,0
56,m2,K,J,17,0
56,m2,S,S,18,1
56,m2,S,S,18,1
56,m2,S,S,18,1
56,m2,L,L,18,1
56,m2,S,L,18,0
56,m2,S,S,18,1
56,m2,S,S,18,1
56,m2,L,L,18,1
56,m2,S,L,18,0
56,m2,S,L,18,0
56,m2,L,L,18,1
56,m2,S,S,18,1
56,m2,K,K,19,1
56,m2,K,K,19,1
56,m2,S,K,19,0
56,m2,K,S,19,0
56,m2,K,S,19,0
56,m2,K,K,19,1
56,m2,K,K,19,1
56,m2,K,S,19,0
56,m2,S,S,19,1
56,m2,S,S,19,1
56,m2,K,S,19,0
56,m2,K,K,19,1
56,m2,K,K,20,1
56,m2,L,K,20,0
56,m2,K,K,20,1
56,m2,K,L,20,0
56,m2,L,L,20,1
56,m2,K,K,20,1
56,m2,K,K,20,1
56,m2,K,L,20,0
56,m2,L,L,20,1
56,m2,L,L,20,1
56,m2,K,L,20,0
56,m2,K,K,20,1
56,m2,J,J,21,1
56,m2,J,J,21,1
56,m2,J,J,21,1
56,m2,S,S,21,1
56,m2,S,S,21,1
56,m2,J,J,21,1
56,m2,J,J,21,1
56,m2,S,S,21,1
56,m2,S,S,21,1
56,m2,S,S,21,1
56,m2,S,S,21,1
56,m2,J,J,21,1
56,m2,L,L,22,1
56,m2,L,L,22,1
56,m2,L,L,22,1
56,m2,S,S,22,1
56,m2,S,S,22,1
56,m2,L,L,22,1
56,m2,L,L,22,1
56,m2,L,S,22,0
56,m2,L,S,22,0
56,m2,S,S,22,1
56,m2,L,S,22,0
56,m2,L,L,22,1
56,m2,J,J,23,1
56,m2,J,J,23,1
56,m2,K,J,23,0
56,m2,K,K,23,1
56,m2,J,K,23,0
56,m2,J,J,23,1
56,m2,K,J,23,0
56,m2,J,K,23,0
56,m2,J,K,23,0
56,m2,J,K,23,0
56,m2,K,K,23,1
56,m2,K,J,23,0
56,m2,S,S,24,1
56,m2,S,S,24,1
56,m2,S,S,24,1
56,m2,K,K,24,1
56,m2,K,K,24,1
56,m2,S,S,24,1
56,m2,S,S,24,1
56,m2,S,K,24,0
56,m2,S,K,24,0
56,m2,K,K,24,1
56,m2,K,K,24,1
56,m2,S,S,24,1
56,m2,S,S,25,1
56,m2,S,S,25,1
56,m2,J,S,25,0
56,m2,J,J,25,1
56,m2,S,J,25,0
56,m2,S,S,25,1
56,m2,J,S,25,0
56,m2,S,J,25,0
56,m2,S,J,25,0
56,m2,S,J,25,0
56,m2,S,J,25,0
56,m2,S,S,25,1
56,m2,L,L,26,1
56,m2,L,L,26,1
56,m2,L,L,26,1
56,m2,K,K,26,1
56,m2,K,K,26,1
56,m2,L,L,26,1
56,m2,L,L,26,1
56,m2,K,K,26,1
56,m2,K,K,26,1
56,m2,K,K,26,1
56,m2,K,K,26,1
56,m2,L,L,26,1
56,m2,S,S,27,1
56,m2,S,S,27,1
56,m2,K,S,27,0
56,m2,K,K,27,1
56,m2,S,K,27,0
56,m2,S,S,27,1
56,m2,K,S,27,0
56,m2,K,K,27,1
56,m2,K,K,27,1
56,m2,K,K,27,1
56,m2,S,K,27,0
56,m2,S,S,27,1
56,m2,J,J,28,1
56,m2,J,J,28,1
56,m2,J,J,28,1
56,m2,K,K,28,1
56,m2,K,K,28,1
56,m2,J,J,28,1
56,m2,J,J,28,1
56,m2,K,K,28,1
56,m2,K,K,28,1
56,m2,K,K,28,1
56,m2,J,K,28,0
56,m2,J,J,28,1
56,m2,S,S,29,1
56,m2,S,S,29,1
56,m2,S,S,29,1
56,m2,K,K,29,1
56,m2,K,K,29,1
56,m2,S,S,29,1
56,m2,S,S,29,1
56,m2,K,K,29,1
56,m2,K,K,29,1
56,m2,K,K,29,1
56,m2,K,K,29,1
56,m2,S,S,29,1
56,m2,K,K,30,1
56,m2,K,K,30,1
56,m2,K,K,30,1
56,m2,J,J,30,1
56,m2,J,J,30,1
56,m2,K,K,30,1
56,m2,K,K,30,1
56,m2,J,J,30,1
56,m2,J,J,30,1
56,m2,J,J,30,1
56,m2,J,J,30,1
56,m2,K,K,30,1
56,m2,K,K,31,1
56,m2,K,K,31,1
56,m2,K,K,31,1
56,m2,S,S,31,1
56,m2,S,S,31,1
56,m2,K,K,31,1
56,m2,K,K,31,1
56,m2,S,S,31,1
56,m2,S,S,31,1
56,m2,S,S,31,1
56,m2,S,S,31,1
56,m2,K,K,31,1
56,m2,S,S,32,1
56,m2,S,S,32,1
56,m2,S,S,32,1
56,m2,K,K,32,1
56,m2,K,K,32,1
56,m2,S,S,32,1
56,m2,S,S,32,1
56,m2,K,K,32,1
56,m2,S,K,32,0
56,m2,S,K,32,0
56,m2,S,K,32,0
56,m2,S,S,32,1
56,m2,L,L,33,1
56,m2,L,L,33,1
56,m2,L,L,33,1
56,m2,J,J,33,1
56,m2,J,J,33,1
56,m2,L,L,33,1
56,m2,L,L,33,1
56,m2,J,J,33,1
56,m2,L,J,33,0
56,m2,L,J,33,0
56,m2,L,J,33,0
56,m2,L,L,33,1
56,m2,K,K,34,1
56,m2,K,K,34,1
56,m2,J,K,34,0
56,m2,J,J,34,1
56,m2,K,J,34,0
56,m2,K,K,34,1
56,m2,J,K,34,0
56,m2,J,J,34,1
56,m2,J,J,34,1
56,m2,J,J,34,1
56,m2,K,J,34,0
56,m2,K,K,34,1
56,m2,L,L,35,1
56,m2,L,L,35,1
56,m2,L,L,35,1
56,m2,J,J,35,1
56,m2,J,J,35,1
56,m2,L,L,35,1
56,m2,L,L,35,1
56,m2,J,J,35,1
56,m2,J,J,35,1
56,m2,J,J,35,1
56,m2,J,J,35,1
56,m2,L,L,35,1
56,m2,J,J,36,1
56,m2,J,J,36,1
56,m2,J,J,36,1
56,m2,K,K,36,1
56,m2,K,K,36,1
56,m2,J,J,36,1
56,m2,J,J,36,1
56,m2,K,K,36,1
56,m2,K,K,36,1
56,m2,K,K,36,1
56,m2,K,K,36,1
56,m2,J,J,36,1
56,m2,L,L,37,1
56,m2,L,L,37,1
56,m2,L,L,37,1
56,m2,J,J,37,1
56,m2,J,J,37,1
56,m2,L,L,37,1
56,m2,L,L,37,1
56,m2,J,J,37,1
56,m2,J,J,37,1
56,m2,J,J,37,1
56,m2,J,J,37,1
56,m2,L,L,37,1
56,m2,J,J,38,1
56,m2,J,J,38,1
56,m2,K,J,38,0
56,m2,J,K,38,0
56,m2,J,K,38,0
56,m2,J,J,38,1
56,m2,J,J,38,1
56,m2,J,K,38,0
56,m2,K,K,38,1
56,m2,K,K,38,1
56,m2,J,K,38,0
56,m2,J,J,38,1
56,m2,J,J,39,1
56,m2,J,J,39,1
56,m2,J,J,39,1
56,m2,S,S,39,1
56,m2,S,S,39,1
56,m2,J,J,39,1
56,m2,J,J,39,1
56,m2,J,S,39,0
56,m2,J,S,39,0
56,m2,J,S,39,0
56,m2,J,S,39,0
56,m2,S,J,39,0
56,m2,K,K,40,1
56,m2,K,K,40,1
56,m2,L,K,40,0
56,m2,K,L,40,0
56,m2,K,L,40,0
56,m2,K,K,40,1
56,m2,K,K,40,1
56,m2,K,L,40,0
56,m2,L,L,40,1
56,m2,L,L,40,1
56,m2,K,L,40,0
56,m2,K,K,40,1
56,m2,F,F,41,1
56,m2,F,F,41,1
56,m2,D,F,41,0
56,m2,D,D,41,1
56,m2,F,D,41,0
56,m2,F,F,41,1
56,m2,D,F,41,0
56,m2,D,D,41,1
56,m2,D,D,41,1
56,m2,D,D,41,1
56,m2,F,D,41,0
56,m2,F,F,41,1
56,m2,D,D,42,1
56,m2,D,D,42,1
56,m2,D,D,42,1
56,m2,F,F,42,1
56,m2,F,F,42,1
56,m2,D,D,42,1
56,m2,D,D,42,1
56,m2,F,F,42,1
56,m2,F,F,42,1
56,m2,F,F,42,1
56,m2,F,F,42,1
56,m2,D,D,42,1
56,m2,F,F,43,1
56,m2,F,F,43,1
56,m2,F,F,43,1
56,m2,D,D,43,1
56,m2,D,D,43,1
56,m2,F,F,43,1
56,m2,F,F,43,1
56,m2,D,D,43,1
56,m2,D,D,43,1
56,m2,D,D,43,1
56,m2,D,D,43,1
56,m2,F,F,43,1
56,m2,D,D,44,1
56,m2,D,D,44,1
56,m2,D,D,44,1
56,m2,D,F,44,0
56,m2,D,F,44,0
56,m2,F,D,44,0
56,m2,F,D,44,0
56,m2,D,F,44,0
56,m2,D,F,44,0
56,m2,D,F,44,0
56,m2,D,F,44,0
56,m2,F,D,44,0
56,m2,F,F,45,1
56,m2,F,F,45,1
56,m2,D,F,45,0
56,m2,D,D,45,1
56,m2,F,D,45,0
56,m2,F,F,45,1
56,m2,D,F,45,0
56,m2,D,D,45,1
56,m2,D,D,45,1
56,m2,D,D,45,1
56,m2,F,D,45,0
56,m2,F,F,45,1
56,m2,D,D,46,1
56,m2,F,D,46,0
56,m2,D,D,46,1
56,m2,D,F,46,0
56,m2,F,F,46,1
56,m2,D,D,46,1
56,m2,D,D,46,1
56,m2,D,F,46,0
56,m2,F,F,46,1
56,m2,F,F,46,1
56,m2,F,F,46,1
56,m2,D,D,46,1
56,m2,F,F,47,1
56,m2,F,F,47,1
56,m2,F,F,47,1
56,m2,D,D,47,1
56,m2,D,D,47,1
56,m2,F,F,47,1
56,m2,F,F,47,1
56,m2,D,D,47,1
56,m2,D,D,47,1
56,m2,D,D,47,1
56,m2,D,D,47,1
56,m2,F,F,47,1
56,m2,D,D,48,1
56,m2,D,D,48,1
56,m2,F,D,48,0
56,m2,F,F,48,1
56,m2,D,F,48,0
56,m2,D,D,48,1
56,m2,F,D,48,0
56,m2,D,F,48,0
56,m2,D,F,48,0
56,m2,F,F,48,1
56,m2,F,F,48,1
56,m2,D,D,48,1
56,m1,D,D,49,1
56,m1,D,F,49,0
56,m1,D,F,49,0
56,m1,F,F,49,1
56,m1,D,F,49,0
56,m1,D,F,49,0
56,m1,D,D,49,1
56,m1,F,D,49,0
56,m1,F,D,49,0
56,m1,D,D,49,1
56,m1,D,F,49,0
56,m1,D,D,49,1
56,m1,F,F,50,1
56,m1,F,D,50,0
56,m1,D,D,50,1
56,m1,D,D,50,1
56,m1,F,D,50,0
56,m1,F,D,50,0
56,m1,D,F,50,0
56,m1,D,F,50,0
56,m1,D,F,50,0
56,m1,D,F,50,0
56,m1,F,D,50,0
56,m1,F,F,50,1
56,m1,D,D,51,1
56,m1,D,F,51,0
56,m1,D,F,51,0
56,m1,F,F,51,1
56,m1,F,F,51,1
56,m1,D,F,51,0
56,m1,D,D,51,1
56,m1,F,D,51,0
56,m1,F,D,51,0
56,m1,F,D,51,0
56,m1,F,F,51,1
56,m1,D,D,51,1
56,m1,F,F,52,1
56,m1,F,D,52,0
56,m1,F,D,52,0
56,m1,D,D,52,1
56,m1,D,D,52,1
56,m1,F,D,52,0
56,m1,F,F,52,1
56,m1,D,F,52,0
56,m1,F,F,52,1
56,m1,F,F,52,1
56,m1,D,D,52,1
56,m1,D,F,52,0
56,m1,D,D,53,1
56,m1,D,F,53,0
56,m1,D,F,53,0
56,m1,F,F,53,1
56,m1,F,F,53,1
56,m1,D,F,53,0
56,m1,D,D,53,1
56,m1,F,D,53,0
56,m1,F,D,53,0
56,m1,F,D,53,0
56,m1,F,F,53,1
56,m1,D,D,53,1
56,m1,F,F,54,1
56,m1,F,D,54,0
56,m1,F,D,54,0
56,m1,D,D,54,1
56,m1,F,D,54,0
56,m1,F,D,54,0
56,m1,F,F,54,1
56,m1,F,F,54,1
56,m1,D,F,54,0
56,m1,F,F,54,1
56,m1,F,D,54,0
56,m1,F,F,54,1
56,m1,D,D,55,1
56,m1,F,F,55,1
56,m1,D,F,55,0
56,m1,D,F,55,0
56,m1,F,F,55,1
56,m1,F,F,55,1
56,m1,D,D,55,1
56,m1,D,D,55,1
56,m1,D,D,55,1
56,m1,D,D,55,1
56,m1,D,F,55,0
56,m1,F,D,55,0
56,m1,F,F,56,1
56,m1,F,D,56,0
56,m1,D,D,56,1
56,m1,D,D,56,1
56,m1,F,D,56,0
56,m1,F,D,56,0
56,m1,D,F,56,0
56,m1,D,F,56,0
56,m1,D,F,56,0
56,m1,D,F,56,0
56,m1,F,D,56,0
56,m1,F,F,56,1
56,ind,F,F,57,1
56,ind,F,D,57,0
56,ind,F,F,57,1
56,ind,D,F,57,0
56,ind,D,D,57,1
56,ind,D,F,57,0
56,ind,F,D,57,0
56,ind,D,D,57,1
56,ind,D,F,57,0
56,ind,D,D,57,1
56,ind,D,F,57,0
56,ind,D,D,57,1
56,ind,D,D,58,1
56,ind,D,D,58,1
56,ind,F,F,58,1
56,ind,F,D,58,0
56,ind,F,F,58,1
56,ind,F,D,58,0
56,ind,F,F,58,1
56,ind,D,F,58,0
56,ind,D,D,58,1
56,ind,D,D,58,1
56,ind,D,F,58,0
56,ind,F,F,58,1
56,ind,F,F,59,1
56,ind,F,D,59,0
56,ind,F,F,59,1
56,ind,D,D,59,1
56,ind,F,D,59,0
56,ind,F,D,59,0
56,ind,F,F,59,1
56,ind,F,F,59,1
56,ind,D,F,59,0
56,ind,F,D,59,0
56,ind,F,D,59,0
56,ind,F,F,59,1
56,ind,D,D,60,1
56,ind,D,F,60,0
56,ind,D,D,60,1
56,ind,D,D,60,1
56,ind,F,F,60,1
56,ind,D,D,60,1
56,ind,D,F,60,0
56,ind,D,D,60,1
56,ind,F,F,60,1
56,ind,D,D,60,1
56,ind,D,F,60,0
56,ind,D,F,60,0
56,ind,F,F,61,1
56,ind,F,F,61,1
56,ind,F,F,61,1
56,ind,D,D,61,1
56,ind,D,D,61,1
56,ind,F,F,61,1
56,ind,F,F,61,1
56,ind,D,D,61,1
56,ind,D,D,61,1
56,ind,D,F,61,0
56,ind,D,D,61,1
56,ind,F,D,61,0
56,ind,F,F,62,1
56,ind,F,F,62,1
56,ind,D,D,62,1
56,ind,D,F,62,0
56,ind,F,D,62,0
56,ind,F,F,62,1
56,ind,D,D,62,1
56,ind,D,F,62,0
56,ind,D,D,62,1
56,ind,D,D,62,1
56,ind,F,F,62,1
56,ind,F,D,62,0
56,ind,D,D,63,1
56,ind,F,D,63,0
56,ind,D,F,63,0
56,ind,F,F,63,1
56,ind,F,D,63,0
56,ind,D,F,63,0
56,ind,D,D,63,1
56,ind,D,F,63,0
56,ind,D,F,63,0
56,ind,F,D,63,0
56,ind,D,D,63,1
56,ind,D,F,63,0
56,ind,D,D,64,1
56,ind,F,D,64,0
56,ind,D,D,64,1
56,ind,D,F,64,0
56,ind,F,F,64,1
56,ind,F,D,64,0
56,ind,F,F,64,1
56,ind,F,D,64,0
56,ind,D,D,64,1
56,ind,D,F,64,0
56,ind,D,F,64,0
56,ind,D,F,64,0
58,ind,J,J,1,1
58,ind,F,F,1,1
58,ind,J,J,1,1
58,ind,F,J,1,0
58,ind,J,F,1,0
58,ind,F,F,1,1
58,ind,J,J,1,1
58,ind,F,F,1,1
58,ind,F,J,1,0
58,ind,J,J,1,1
58,ind,J,F,1,0
58,ind,J,F,1,0
58,ind,F,F,2,1
58,ind,F,J,2,0
58,ind,F,J,2,0
58,ind,J,J,2,1
58,ind,J,J,2,1
58,ind,J,F,2,0
58,ind,F,J,2,0
58,ind,J,F,2,0
58,ind,F,J,2,0
58,ind,J,F,2,0
58,ind,F,F,2,1
58,ind,J,F,2,0
58,ind,F,F,3,1
58,ind,F,F,3,1
58,ind,J,J,3,1
58,ind,J,J,3,1
58,ind,F,J,3,0
58,ind,F,F,3,1
58,ind,F,J,3,0
58,ind,F,F,3,1
58,ind,J,J,3,1
58,ind,F,J,3,0
58,ind,J,F,3,0
58,ind,F,F,3,1
58,ind,F,F,4,1
58,ind,L,L,4,1
58,ind,L,L,4,1
58,ind,F,F,4,1
58,ind,L,L,4,1
58,ind,L,L,4,1
58,ind,L,F,4,0
58,ind,F,F,4,1
58,ind,L,F,4,0
58,ind,F,F,4,1
58,ind,L,L,4,1
58,ind,F,L,4,0
58,ind,J,J,5,1
58,ind,J,J,5,1
58,ind,F,F,5,1
58,ind,F,F,5,1
58,ind,F,F,5,1
58,ind,F,F,5,1
58,ind,F,J,5,0
58,ind,J,J,5,1
58,ind,J,J,5,1
58,ind,F,F,5,1
58,ind,F,J,5,0
58,ind,J,F,5,0
58,ind,J,J,6,1
58,ind,F,J,6,0
58,ind,J,J,6,1
58,ind,F,J,6,0
58,ind,F,F,6,1
58,ind,F,J,6,0
58,ind,J,F,6,0
58,ind,J,F,6,0
58,ind,F,F,6,1
58,ind,F,J,6,0
58,ind,F,F,6,1
58,ind,J,F,6,0
58,ind,K,K,7,1
58,ind,F,F,7,1
58,ind,K,F,7,0
58,ind,F,K,7,0
58,ind,F,F,7,1
58,ind,K,K,7,1
58,ind,F,K,7,0
58,ind,K,K,7,1
58,ind,K,K,7,1
58,ind,K,F,7,0
58,ind,K,F,7,0
58,ind,K,F,7,0
58,ind,L,L,8,1
58,ind,J,J,8,1
58,ind,J,L,8,0
58,ind,L,J,8,0
58,ind,J,L,8,0
58,ind,L,L,8,1
58,ind,J,L,8,0
58,ind,J,J,8,1
58,ind,L,L,8,1
58,ind,J,J,8,1
