ID,condition,recallcollect,instructioncollect,trialcollect,correctcollect
5,ind,K,L,46,0
5,ind,K,K,46,1
5,ind,K,K,46,1
5,ind,K,K,46,1
5,ind,K,K,46,1
5,ind,K,K,47,1
5,ind,L,K,47,0
5,ind,L,L,47,1
5,ind,L,K,47,0
5,ind,L,L,47,1
5,ind,L,L,47,1
5,ind,K,L,47,0
5,ind,K,L,47,0
5,ind,K,K,47,1
5,ind,K,K,47,1
5,ind,L,K,47,0
5,ind,L,L,47,1
5,ind,L,L,48,1
5,ind,L,K,48,0
5,ind,L,K,48,0
5,ind,L,L,48,1
5,ind,K,K,48,1
5,ind,K,L,48,0
5,ind,L,K,48,0
5,ind,L,K,48,0
5,ind,L,K,48,0
5,ind,K,L,48,0
5,ind,L,L,48,1
5,ind,K,L,48,0
5,m1,L,L,49,1
5,m1,L,K,49,0
5,m1,K,K,49,1
5,m1,L,K,49,0
5,m1,K,K,49,1
5,m1,K,K,49,1
5,m1,K,L,49,0
5,m1,L,L,49,1
5,m1,L,L,49,1
5,m1,L,L,49,1
5,m1,K,K,49,1
5,m1,K,L,49,0
5,m1,K,K,50,1
5,m1,L,L,50,1
5,m1,L,L,50,1
5,m1,L,L,50,1
5,m1,L,L,50,1
5,m1,L,L,50,1
5,m1,K,K,50,1
5,m1,K,K,50,1
5,m1,K,K,50,1
5,m1,K,K,50,1
5,m1,L,L,50,1
5,m1,K,K,50,1
5,m1,L,L,51,1
5,m1,K,K,51,1
5,m1,L,K,51,0
5,m1,L,K,51,0
5,m1,L,K,51,0
5,m1,K,K,51,1
5,m1,L,L,51,1
5,m1,K,L,51,0
5,m1,K,L,51,0
5,m1,K,L,51,0
5,m1,K,K,51,1
5,m1,L,L,51,1
5,m1,K,K,52,1
5,m1,K,L,52,0
5,m1,K,L,52,0
5,m1,L,L,52,1
5,m1,L,L,52,1
5,m1,L,L,52,1
5,m1,K,K,52,1
5,m1,K,K,52,1
5,m1,K,K,52,1
5,m1,L,K,52,0
5,m1,L,L,52,1
5,m1,L,K,52,0
5,m1,L,L,53,1
5,m1,L,K,53,0
5,m1,K,K,53,1
5,m1,K,K,53,1
5,m1,K,K,53,1
5,m1,K,K,53,1
5,m1,L,L,53,1
5,m1,L,L,53,1
5,m1,L,L,53,1
5,m1,K,L,53,0
5,m1,K,K,53,1
5,m1,K,L,53,0
5,m1,K,K,54,1
5,m1,L,L,54,1
5,m1,L,L,54,1
5,m1,L,L,54,1
5,m1,L,L,54,1
5,m1,L,L,54,1
5,m1,K,K,54,1
5,m1,K,K,54,1
5,m1,K,K,54,1
5,m1,K,K,54,1
5,m1,L,L,54,1
5,m1,K,K,54,1
5,m1,L,L,55,1
5,m1,L,K,55,0
5,m1,L,K,55,0
5,m1,L,K,55,0
5,m1,K,K,55,1
5,m1,L,K,55,0
5,m1,K,L,55,0
5,m1,K,L,55,0
5,m1,K,L,55,0
5,m1,L,L,55,1
5,m1,K,K,55,1
5,m1,K,L,55,0
5,m1,K,K,56,1
5,m1,L,L,56,1
5,m1,L,L,56,1
5,m1,K,L,56,0
5,m1,K,L,56,0
5,m1,L,L,56,1
5,m1,L,K,56,0
5,m1,K,K,56,1
5,m1,K,K,56,1
5,m1,K,K,56,1
5,m1,L,L,56,1
5,m1,K,K,56,1
5,m2,K,K,57,1
5,m2,L,K,57,0
5,m2,L,K,57,0
5,m2,L,L,57,1
5,m2,L,L,57,1
5,m2,L,K,57,0
5,m2,K,K,57,1
5,m2,K,L,57,0
5,m2,K,L,57,0
5,m2,K,L,57,0
5,m2,L,L,57,1
5,m2,K,K,57,1
5,m2,L,L,58,1
5,m2,K,L,58,0
5,m2,K,L,58,0
5,m2,K,K,58,1
5,m2,K,K,58,1
5,m2,K,L,58,0
5,m2,L,L,58,1
5,m2,L,K,58,0
5,m2,L,K,58,0
5,m2,L,K,58,0
5,m2,K,K,58,1
5,m2,L,L,58,1
5,m2,K,K,59,1
5,m2,L,K,59,0
5,m2,L,K,59,0
5,m2,K,L,59,0
5,m2,K,L,59,0
5,m2,L,K,59,0
5,m2,L,K,59,0
5,m2,L,L,59,1
5,m2,L,L,59,1
5,m2,K,L,59,0
5,m2,K,L,59,0
5,m2,K,K,59,1
5,m2,L,L,60,1
5,m2,K,L,60,0
5,m2,K,L,60,0
5,m2,L,K,60,0
5,m2,L,K,60,0
5,m2,K,L,60,0
5,m2,K,L,60,0
5,m2,K,K,60,1
5,m2,K,K,60,1
5,m2,L,K,60,0
5,m2,L,K,60,0
5,m2,L,L,60,1
5,m2,K,K,61,1
5,m2,L,K,61,0
5,m2,L,K,61,0
5,m2,L,L,61,1
5,m2,L,L,61,1
5,m2,L,K,61,0
5,m2,K,K,61,1
5,m2,K,L,61,0
5,m2,K,L,61,0
5,m2,K,L,61,0
5,m2,L,L,61,1
5,m2,L,K,61,0
5,m2,L,L,62,1
5,m2,K,L,62,0
5,m2,K,L,62,0
5,m2,K,K,62,1
5,m2,K,K,62,1
5,m2,K,L,62,0
5,m2,L,L,62,1
5,m2,L,K,62,0
5,m2,L,K,62,0
5,m2,L,K,62,0
5,m2,K,K,62,1
5,m2,K,L,62,0
5,m2,K,K,63,1
5,m2,L,K,63,0
5,m2,L,K,63,0
5,m2,L,L,63,1
5,m2,L,L,63,1
5,m2,L,K,63,0
5,m2,K,K,63,1
5,m2,K,L,63,0
5,m2,K,L,63,0
5,m2,K,L,63,0
5,m2,L,L,63,1
5,m2,L,K,63,0
5,m2,L,L,64,1
5,m2,L,L,64,1
5,m2,L,L,64,1
5,m2,L,K,64,0
5,m2,K,K,64,1
5,m2,K,L,64,0
5,m2,K,L,64,0
5,m2,K,K,64,1
5,m2,L,K,64,0
5,m2,L,K,64,0
5,m2,L,K,64,0
5,m2,K,L,64,0
6,m1,S,S,1,1
6,m1,K,K,1,1
6,m1,K,K,1,1
6,m1,K,K,1,1
6,m1,K,K,1,1
6,m1,K,K,1,1
6,m1,K,S,1,0
6,m1,K,S,1,0
6,m1,K,S,1,0
6,m1,K,S,1,0
6,m1,K,K,1,1
6,m1,K,S,1,0
6,m1,K,K,2,1
6,m1,K,L,2,0
6,m1,K,L,2,0
6,m1,K,L,2,0
6,m1,K,L,2,0
6,m1,K,L,2,0
6,m1,K,K,2,1
6,m1,K,K,2,1
6,m1,K,K,2,1
6,m1,K,K,2,1
6,m1,K,L,2,0
6,m1,K,K,2,1
6,m1,L,L,3,1
6,m1,L,S,3,0
6,m1,S,S,3,1
6,m1,L,S,3,0
6,m1,S,S,3,1
6,m1,S,S,3,1
6,m1,S,L,3,0
6,m1,S,L,3,0
6,m1,S,L,3,0
6,m1,L,L,3,1
6,m1,S,S,3,1
6,m1,S,L,3,0
6,m1,J,J,4,1
6,m1,J,L,4,0
6,m1,J,L,4,0
6,m1,J,L,4,0
6,m1,L,L,4,1
6,m1,J,L,4,0
6,m1,L,J,4,0
6,m1,L,J,4,0
6,m1,L,J,4,0
6,m1,L,J,4,0
6,m1,L,L,4,1
6,m1,J,J,4,1
6,m1,S,S,5,1
6,m1,S,L,5,0
6,m1,L,L,5,1
6,m1,S,L,5,0
6,m1,L,L,5,1
6,m1,L,L,5,1
6,m1,L,S,5,0
6,m1,S,S,5,1
6,m1,L,S,5,0
6,m1,L,S,5,0
6,m1,L,L,5,1
6,m1,S,S,5,1
6,m1,L,L,6,1
6,m1,L,K,6,0
6,m1,L,K,6,0
6,m1,L,K,6,0
6,m1,K,K,6,1
6,m1,L,K,6,0
6,m1,K,L,6,0
6,m1,K,L,6,0
6,m1,K,L,6,0
6,m1,K,L,6,0
6,m1,L,K,6,0
6,m1,K,L,6,0
6,m1,K,K,7,1
6,m1,L,L,7,1
6,m1,L,L,7,1
6,m1,L,L,7,1
6,m1,L,L,7,1
6,m1,L,L,7,1
6,m1,K,K,7,1
6,m1,L,K,7,0
6,m1,K,K,7,1
6,m1,L,K,7,0
6,m1,L,L,7,1
6,m1,L,K,7,0
6,m1,S,S,8,1
6,m1,S,J,8,0
6,m1,S,J,8,0
6,m1,S,J,8,0
6,m1,J,J,8,1
6,m1,J,J,8,1
6,m1,J,S,8,0
6,m1,S,S,8,1
6,m1,S,S,8,1
6,m1,S,S,8,1
6,m1,S,J,8,0
6,m1,J,S,8,0
6,m1,J,J,9,1
6,m1,L,L,9,1
6,m1,L,L,9,1
6,m1,L,L,9,1
6,m1,L,L,9,1
6,m1,L,L,9,1
6,m1,J,J,9,1
6,m1,L,J,9,0
6,m1,L,J,9,0
6,m1,L,J,9,0
6,m1,J,L,9,0
6,m1,L,J,9,0
6,m1,L,L,10,1
6,m1,S,S,10,1
6,m1,S,S,10,1
6,m1,S,S,10,1
6,m1,S,S,10,1
6,m1,S,S,10,1
6,m1,L,L,10,1
6,m1,L,L,10,1
6,m1,L,L,10,1
6,m1,L,L,10,1
6,m1,S,S,10,1
6,m1,L,L,10,1
6,m1,S,S,11,1
6,m1,S,K,11,0
6,m1,S,K,11,0
6,m1,S,K,11,0
6,m1,K,K,11,1
6,m1,K,K,11,1
6,m1,K,S,11,0
6,m1,K,S,11,0
6,m1,K,S,11,0
6,m1,K,S,11,0
6,m1,S,K,11,0
6,m1,S,S,11,1
6,m1,L,L,12,1
6,m1,S,S,12,1
6,m1,S,S,12,1
6,m1,L,S,12,0
6,m1,S,S,12,1
6,m1,S,S,12,1
6,m1,L,L,12,1
6,m1,L,L,12,1
6,m1,L,L,12,1
6,m1,L,L,12,1
6,m1,L,S,12,0
6,m1,S,L,12,0
6,m1,S,S,13,1
6,m1,S,K,13,0
6,m1,S,K,13,0
6,m1,S,K,13,0
6,m1,K,K,13,1
6,m1,K,K,13,1
6,m1,K,S,13,0
6,m1,K,S,13,0
6,m1,K,S,13,0
6,m1,K,S,13,0
6,m1,S,K,13,0
6,m1,K,S,13,0
6,m1,K,K,14,1
6,m1,S,S,14,1
6,m1,S,S,14,1
6,m1,S,S,14,1
6,m1,S,S,14,1
6,m1,S,S,14,1
6,m1,K,K,14,1
6,m1,K,K,14,1
6,m1,K,K,14,1
6,m1,K,K,14,1
6,m1,S,S,14,1
6,m1,K,K,14,1
6,m1,K,K,15,1
6,m1,S,S,15,1
6,m1,S,S,15,1
6,m1,S,S,15,1
6,m1,S,S,15,1
6,m1,S,S,15,1
6,m1,S,K,15,0
6,m1,K,K,15,1
6,m1,K,K,15,1
6,m1,K,K,15,1
6,m1,K,S,15,0
6,m1,S,K,15,0
6,m1,L,L,16,1
6,m1,L,K,16,0
6,m1,L,K,16,0
6,m1,L,K,16,0
6,m1,K,K,16,1
6,m1,L,K,16,0
6,m1,K,L,16,0
6,m1,K,L,16,0
6,m1,K,L,16,0
6,m1,K,L,16,0
6,m1,K,K,16,1
6,m1,L,L,16,1
6,m1,J,J,17,1
6,m1,L,L,17,1
6,m1,L,L,17,1
6,m1,L,L,17,1
6,m1,L,L,17,1
6,m1,L,L,17,1
6,m1,J,J,17,1
6,m1,J,J,17,1
6,m1,J,J,17,1
6,m1,J,J,17,1
6,m1,L,L,17,1
6,m1,J,J,17,1
6,m1,S,S,18,1
6,m1,K,K,18,1
6,m1,S,K,18,0
6,m1,K,K,18,1
6,m1,K,K,18,1
6,m1,K,K,18,1
6,m1,K,S,18,0
6,m1,K,S,18,0
6,m1,S,S,18,1
6,m1,S,S,18,1
6,m1,S,K,18,0
6,m1,S,S,18,1
6,m1,K,K,19,1
6,m1,K,J,19,0
6,m1,J,J,19,1
6,m1,K,J,19,0
6,m1,J,J,19,1
6,m1,J,J,19,1
6,m1,J,K,19,0
6,m1,K,K,19,1
6,m1,J,K,19,0
6,m1,J,K,19,0
6,m1,J,J,19,1
6,m1,K,K,19,1
6,m1,K,K,20,1
6,m1,K,S,20,0
6,m1,K,S,20,0
6,m1,K,S,20,0
6,m1,S,S,20,1
6,m1,S,S,20,1
6,m1,S,K,20,0
6,m1,S,K,20,0
6,m1,S,K,20,0
6,m1,S,K,20,0
6,m1,K,S,20,0
6,m1,K,K,20,1
6,m1,S,S,21,1
6,m1,S,K,21,0
6,m1,K,K,21,1
6,m1,S,K,21,0
6,m1,K,K,21,1
6,m1,K,K,21,1
6,m1,K,S,21,0
6,m1,S,S,21,1
6,m1,K,S,21,0
6,m1,K,S,21,0
6,m1,K,K,21,1
6,m1,K,S,21,0
6,m1,J,J,22,1
6,m1,J,K,22,0
6,m1,K,K,22,1
6,m1,J,K,22,0
6,m1,K,K,22,1
6,m1,K,K,22,1
6,m1,K,J,22,0
6,m1,K,J,22,0
6,m1,K,J,22,0
6,m1,J,J,22,1
6,m1,J,K,22,0
6,m1,J,J,22,1
6,m1,L,L,23,1
6,m1,K,K,23,1
6,m1,K,K,23,1
6,m1,K,K,23,1
6,m1,K,K,23,1
6,m1,K,K,23,1
6,m1,L,L,23,1
6,m1,L,L,23,1
6,m1,L,L,23,1
6,m1,L,L,23,1
6,m1,K,K,23,1
6,m1,L,L,23,1
6,m1,L,L,24,1
6,m1,L,K,24,0
6,m1,L,K,24,0
6,m1,L,K,24,0
6,m1,K,K,24,1
6,m1,L,K,24,0
6,m1,L,L,24,1
6,m1,L,L,24,1
6,m1,L,L,24,1
6,m1,K,L,24,0
6,m1,K,K,24,1
6,m1,K,L,24,0
6,m1,J,J,25,1
6,m1,L,L,25,1
6,m1,L,L,25,1
6,m1,L,L,25,1
6,m1,L,L,25,1
6,m1,L,L,25,1
6,m1,J,J,25,1
6,m1,J,J,25,1
6,m1,J,J,25,1
6,m1,J,J,25,1
6,m1,L,L,25,1
6,m1,J,J,25,1
6,m1,L,L,26,1
6,m1,K,K,26,1
6,m1,K,K,26,1
6,m1,K,K,26,1
6,m1,L,K,26,0
6,m1,K,K,26,1
6,m1,K,L,26,0
6,m1,K,L,26,0
6,m1,K,L,26,0
6,m1,K,L,26,0
6,m1,L,K,26,0
6,m1,L,L,26,1
6,m1,J,J,27,1
6,m1,K,K,27,1
6,m1,K,K,27,1
6,m1,K,K,27,1
6,m1,K,K,27,1
6,m1,K,K,27,1
6,m1,J,J,27,1
6,m1,K,J,27,0
6,m1,K,J,27,0
6,m1,K,J,27,0
6,m1,K,K,27,1
6,m1,K,J,27,0
6,m1,S,S,28,1
6,m1,S,K,28,0
6,m1,S,K,28,0
6,m1,K,K,28,1
6,m1,K,K,28,1
6,m1,K,K,28,1
6,m1,K,S,28,0
6,m1,K,S,28,0
6,m1,S,S,28,1
6,m1,S,S,28,1
6,m1,S,K,28,0
6,m1,S,S,28,1
6,m1,K,K,29,1
6,m1,L,L,29,1
6,m1,L,L,29,1
6,m1,L,L,29,1
6,m1,K,L,29,0
6,m1,L,L,29,1
6,m1,L,K,29,0
6,m1,L,K,29,0
6,m1,L,K,29,0
6,m1,L,K,29,0
6,m1,K,L,29,0
6,m1,K,K,29,1
6,m1,K,K,30,1
6,m1,J,J,30,1
6,m1,J,J,30,1
6,m1,J,J,30,1
6,m1,J,J,30,1
6,m1,J,J,30,1
6,m1,K,K,30,1
6,m1,K,K,30,1
6,m1,K,K,30,1
6,m1,K,K,30,1
6,m1,J,J,30,1
6,m1,K,K,30,1
6,m1,L,L,31,1
6,m1,S,S,31,1
6,m1,S,S,31,1
6,m1,S,S,31,1
6,m1,S,S,31,1
6,m1,S,S,31,1
6,m1,L,L,31,1
6,m1,L,L,31,1
6,m1,L,L,31,1
6,m1,L,L,31,1
6,m1,S,S,31,1
6,m1,L,L,31,1
6,m1,K,K,32,1
6,m1,S,S,32,1
6,m1,S,S,32,1
6,m1,S,S,32,1
6,m1,S,S,32,1
6,m1,S,S,32,1
6,m1,K,K,32,1
6,m1,K,K,32,1
6,m1,K,K,32,1
6,m1,S,K,32,0
6,m1,S,S,32,1
6,m1,S,K,32,0
6,m1,L,L,33,1
6,m1,L,S,33,0
6,m1,L,S,33,0
6,m1,L,S,33,0
6,m1,L,S,33,0
6,m1,S,S,33,1
6,m1,L,L,33,1
6,m1,S,L,33,0
6,m1,S,L,33,0
6,m1,S,L,33,0
6,m1,S,S,33,1
6,m1,S,L,33,0
6,m1,S,S,34,1
6,m1,J,J,34,1
6,m1,J,J,34,1
6,m1,J,J,34,1
6,m1,J,J,34,1
6,m1,J,J,34,1
6,m1,S,S,34,1
6,m1,S,S,34,1
6,m1,S,S,34,1
6,m1,S,S,34,1
6,m1,J,J,34,1
6,m1,S,S,34,1
6,m1,J,J,35,1
6,m1,K,K,35,1
6,m1,K,K,35,1
6,m1,K,K,35,1
6,m1,K,K,35,1
6,m1,K,K,35,1
6,m1,J,J,35,1
6,m1,J,J,35,1
6,m1,J,J,35,1
6,m1,J,J,35,1
6,m1,K,K,35,1
6,m1,J,J,35,1
6,m1,J,J,36,1
6,m1,S,S,36,1
6,m1,S,S,36,1
6,m1,S,S,36,1
6,m1,S,S,36,1
6,m1,S,S,36,1
6,m1,J,J,36,1
6,m1,J,J,36,1
6,m1,J,J,36,1
6,m1,J,J,36,1
6,m1,S,S,36,1
6,m1,S,J,36,0
6,m1,J,J,37,1
6,m1,L,L,37,1
6,m1,L,L,37,1
6,m1,L,L,37,1
6,m1,L,L,37,1
6,m1,L,L,37,1
6,m1,J,J,37,1
6,m1,J,J,37,1
6,m1,J,J,37,1
6,m1,J,J,37,1
6,m1,L,L,37,1
6,m1,J,J,37,1
6,m1,S,S,38,1
6,m1,K,K,38,1
6,m1,K,K,38,1
6,m1,K,K,38,1
6,m1,K,K,38,1
6,m1,K,K,38,1
6,m1,S,S,38,1
6,m1,S,S,38,1
6,m1,S,S,38,1
6,m1,S,S,38,1
6,m1,K,K,38,1
6,m1,S,S,38,1
6,m1,L,L,39,1
6,m1,S,S,39,1
6,m1,S,S,39,1
6,m1,S,S,39,1
6,m1,S,S,39,1
6,m1,S,S,39,1
6,m1,L,L,39,1
6,m1,L,L,39,1
6,m1,L,L,39,1
6,m1,L,L,39,1
6,m1,S,S,39,1
6,m1,L,L,39,1
6,m1,K,K,40,1
6,m1,K,L,40,0
6,m1,L,L,40,1
6,m1,L,L,40,1
6,m1,L,L,40,1
6,m1,L,L,40,1
6,m1,K,K,40,1
6,m1,L,K,40,0
6,m1,L,K,40,0
6,m1,L,K,40,0
6,m1,K,L,40,0
6,m1,L,K,40,0
6,m1,D,D,41,1
6,m1,F,F,41,1
6,m1,F,F,41,1
6,m1,F,F,41,1
6,m1,F,F,41,1
6,m1,F,F,41,1
6,m1,D,D,41,1
6,m1,D,D,41,1
6,m1,D,D,41,1
6,m1,D,D,41,1
6,m1,F,F,41,1
6,m1,D,D,41,1
6,m1,D,D,42,1
6,m1,D,F,42,0
6,m1,F,F,42,1
6,m1,D,F,42,0
6,m1,F,F,42,1
6,m1,F,F,42,1
6,m1,F,D,42,0
6,m1,D,D,42,1
6,m1,F,D,42,0
6,m1,F,D,42,0
6,m1,F,F,42,1
6,m1,F,D,42,0
6,m1,D,D,43,1
6,m1,F,F,43,1
6,m1,F,F,43,1
6,m1,F,F,43,1
6,m1,D,F,43,0
6,m1,F,F,43,1
6,m1,F,D,43,0
6,m1,F,D,43,0
6,m1,F,D,43,0
6,m1,F,D,43,0
6,m1,D,F,43,0
6,m1,D,D,43,1
6,m1,D,D,44,1
6,m1,F,F,44,1
6,m1,F,F,44,1
6,m1,F,F,44,1
6,m1,F,F,44,1
6,m1,F,F,44,1
6,m1,D,D,44,1
6,m1,D,D,44,1
6,m1,D,D,44,1
6,m1,D,D,44,1
6,m1,F,F,44,1
6,m1,D,D,44,1
6,m1,F,F,45,1
6,m1,D,D,45,1
6,m1,D,D,45,1
6,m1,D,D,45,1
6,m1,F,D,45,0
6,m1,D,D,45,1
6,m1,D,F,45,0
6,m1,D,F,45,0
6,m1,D,F,45,0
6,m1,D,F,45,0
6,m1,F,D,45,0
6,m1,F,F,45,1
6,m1,F,F,46,1
6,m1,F,D,46,0
6,m1,F,D,46,0
6,m1,F,D,46,0
6,m1,D,D,46,1
6,m1,F,D,46,0
6,m1,D,F,46,0
6,m1,D,F,46,0
6,m1,D,F,46,0
6,m1,F,F,46,1
6,m1,D,D,46,1
6,m1,D,F,46,0
6,m1,F,F,47,1
6,m1,D,D,47,1
6,m1,D,D,47,1
6,m1,D,D,47,1
6,m1,D,D,47,1
6,m1,D,D,47,1
6,m1,F,F,47,1
6,m1,F,F,47,1
6,m1,F,F,47,1
6,m1,F,F,47,1
6,m1,D,D,47,1
6,m1,F,F,47,1
6,m1,F,F,48,1
6,m1,F,D,48,0
6,m1,F,D,48,0
6,m1,F,D,48,0
6,m1,D,D,48,1
6,m1,D,D,48,1
6,m1,F,F,48,1
6,m1,D,F,48,0
6,m1,D,F,48,0
6,m1,D,F,48,0
6,m1,D,D,48,1
6,m1,D,F,48,0
6,m2,F,F,49,1
6,m2,D,F,49,0
6,m2,D,F,49,0
6,m2,D,D,49,1
6,m2,D,D,49,1
6,m2,D,F,49,0
6,m2,F,F,49,1
6,m2,F,D,49,0
6,m2,F,D,49,0
6,m2,F,D,49,0
6,m2,D,D,49,1
6,m2,F,F,49,1
6,m2,D,D,50,1
6,m2,D,D,50,1
6,m2,D,D,50,1
6,m2,D,F,50,0
6,m2,D,F,50,0
6,m2,D,D,50,1
6,m2,F,D,50,0
6,m2,F,F,50,1
6,m2,D,F,50,0
6,m2,D,F,50,0
6,m2,D,F,50,0
6,m2,D,D,50,1
6,m2,F,F,51,1
6,m2,D,F,51,0
6,m2,D,F,51,0
6,m2,D,D,51,1
6,m2,D,D,51,1
6,m2,D,F,51,0
6,m2,F,F,51,1
6,m2,F,D,51,0
6,m2,F,D,51,0
6,m2,F,D,51,0
6,m2,D,D,51,1
6,m2,D,F,51,0
6,m2,D,D,52,1
6,m2,F,D,52,0
6,m2,F,D,52,0
6,m2,F,F,52,1
6,m2,F,F,52,1
6,m2,F,D,52,0
6,m2,D,D,52,1
6,m2,D,F,52,0
6,m2,D,F,52,0
6,m2,D,F,52,0
6,m2,F,F,52,1
6,m2,D,D,52,1
6,m2,F,F,53,1
6,m2,D,F,53,0
6,m2,D,F,53,0
6,m2,D,D,53,1
6,m2,D,D,53,1
6,m2,D,F,53,0
6,m2,F,F,53,1
6,m2,F,D,53,0
6,m2,F,D,53,0
6,m2,F,D,53,0
6,m2,D,D,53,1
6,m2,D,F,53,0
6,m2,F,F,54,1
6,m2,F,F,54,1
6,m2,F,F,54,1
6,m2,D,D,54,1
6,m2,D,D,54,1
6,m2,F,F,54,1
6,m2,F,F,54,1
6,m2,D,D,54,1
6,m2,D,D,54,1
6,m2,D,D,54,1
6,m2,D,D,54,1
6,m2,F,F,54,1
6,m2,D,D,55,1
6,m2,D,D,55,1
6,m2,F,D,55,0
6,m2,F,F,55,1
6,m2,F,F,55,1
6,m2,F,D,55,0
6,m2,F,D,55,0
6,m2,F,F,55,1
6,m2,D,F,55,0
6,m2,D,F,55,0
6,m2,D,F,55,0
6,m2,F,D,55,0
6,m2,F,F,56,1
6,m2,F,F,56,1
6,m2,D,F,56,0
6,m2,D,D,56,1
6,m2,F,D,56,0
6,m2,F,F,56,1
6,m2,D,F,56,0
6,m2,D,D,56,1
6,m2,D,D,56,1
6,m2,D,D,56,1
6,m2,D,D,56,1
6,m2,F,F,56,1
6,ind,D,D,57,1
6,ind,F,F,57,1
6,ind,F,F,57,1
6,ind,F,D,57,0
6,ind,F,F,57,1
6,ind,F,D,57,0
6,ind,D,F,57,0
6,ind,D,F,57,0
6,ind,D,F,57,0
6,ind,D,D,57,1
6,ind,F,D,57,0
6,ind,D,D,57,1
6,ind,F,F,58,1
6,ind,D,F,58,0
6,ind,D,D,58,1
6,ind,F,D,58,0
6,ind,F,F,58,1
6,ind,F,D,58,0
6,ind,F,F,58,1
6,ind,D,D,58,1
6,ind,F,F,58,1
6,ind,F,D,58,0
6,ind,F,D,58,0
6,ind,D,F,58,0
6,ind,D,D,59,1
6,ind,F,F,59,1
6,ind,F,D,59,0
6,ind,F,D,59,0
6,ind,F,D,59,0
6,ind,F,F,59,1
6,ind,D,F,59,0
6,ind,D,F,59,0
6,ind,D,D,59,1
6,ind,D,F,59,0
6,ind,F,D,59,0
6,ind,D,F,59,0
6,ind,D,D,60,1
6,ind,F,F,60,1
6,ind,F,D,60,0
6,ind,F,D,60,0
6,ind,F,D,60,0
6,ind,F,F,60,1
6,ind,D,D,60,1
6,ind,D,F,60,0
6,ind,D,F,60,0
6,ind,D,D,60,1
6,ind,F,F,60,1
6,ind,F,F,60,1
6,ind,D,D,61,1
6,ind,F,F,61,1
6,ind,F,F,61,1
6,ind,F,F,61,1
6,ind,F,D,61,0
6,ind,F,D,61,0
6,ind,D,D,61,1
6,ind,D,D,61,1
6,ind,D,F,61,0
6,ind,D,D,61,1
6,ind,F,F,61,1
6,ind,D,F,61,0
6,ind,F,F,62,1
6,ind,D,D,62,1
6,ind,D,F,62,0
6,ind,D,D,62,1
6,ind,D,F,62,0
6,ind,D,D,62,1
6,ind,F,D,62,0
6,ind,F,F,62,1
6,ind,F,D,62,0
6,ind,F,F,62,1
6,ind,D,D,62,1
6,ind,F,F,62,1
6,ind,D,D,63,1
6,ind,F,F,63,1
6,ind,F,F,63,1
6,ind,F,D,63,0
6,ind,F,F,63,1
6,ind,F,F,63,1
6,ind,D,F,63,0
6,ind,D,D,63,1
6,ind,D,D,63,1
6,ind,D,F,63,0
6,ind,F,D,63,0
6,ind,D,D,63,1
6,ind,D,D,64,1
6,ind,F,F,64,1
6,ind,F,D,64,0
6,ind,F,F,64,1
6,ind,D,F,64,0
6,ind,D,D,64,1
6,ind,D,F,64,0
6,ind,D,D,64,1
6,ind,F,F,64,1
6,ind,D,D,64,1
6,ind,F,F,64,1
6,ind,F,D,64,0
7,m2,S,S,1,1
7,m2,S,S,1,1
7,m2,S,S,1,1
7,m2,S,J,1,0
7,m2,S,J,1,0
7,m2,S,S,1,1
7,m2,S,S,1,1
7,m2,J,J,1,1
7,m2,J,J,1,1
7,m2,J,J,1,1
7,m2,J,J,1,1
7,m2,J,S,1,0
7,m2,K,K,2,1
7,m2,K,K,2,1
7,m2,J,K,2,0
7,m2,J,J,2,1
7,m2,K,J,2,0
7,m2,K,K,2,1
7,m2,K,K,2,1
7,m2,J,J,2,1
7,m2,K,J,2,0
7,m2,K,J,2,0
7,m2,K,J,2,0
7,m2,J,K,2,0
7,m2,D,D,3,1
7,m2,D,D,3,1
7,m2,J,D,3,0
7,m2,J,J,3,1
7,m2,D,J,3,0
7,m2,D,D,3,1
7,m2,J,D,3,0
7,m2,D,J,3,0
7,m2,D,J,3,0
7,m2,D,J,3,0
7,m2,D,J,3,0
7,m2,D,D,3,1
7,m2,K,K,4,1
7,m2,K,K,4,1
7,m2,K,K,4,1
7,m2,K,J,4,0
7,m2,K,J,4,0
7,m2,J,K,4,0
7,m2,J,K,4,0
7,m2,K,J,4,0
7,m2,K,J,4,0
7,m2,J,J,4,1
7,m2,K,J,4,0
7,m2,J,K,4,0
7,m2,D,D,5,1
7,m2,K,D,5,0
7,m2,D,D,5,1
7,m2,D,K,5,0
7,m2,K,K,5,1
7,m2,K,D,5,0
7,m2,D,D,5,1
7,m2,D,K,5,0
7,m2,K,K,5,1
7,m2,D,K,5,0
7,m2,D,K,5,0
7,m2,D,D,5,1
7,m2,K,K,6,1
7,m2,K,K,6,1
7,m2,K,K,6,1
7,m2,K,S,6,0
7,m2,K,S,6,0
7,m2,S,K,6,0
7,m2,S,K,6,0
7,m2,K,S,6,0
7,m2,K,S,6,0
7,m2,K,S,6,0
7,m2,K,S,6,0
7,m2,K,K,6,1
7,m2,D,D,7,1
7,m2,D,D,7,1
7,m2,S,D,7,0
7,m2,S,S,7,1
7,m2,D,S,7,0
7,m2,D,D,7,1
7,m2,D,D,7,1
7,m2,D,S,7,0
7,m2,S,S,7,1
7,m2,S,S,7,1
7,m2,S,S,7,1
7,m2,D,D,7,1
7,m2,S,S,8,1
