ID,condition,recallcollect,instructioncollect,trialcollect,correctcollect,keyassignment
11,m1,L,K,43,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,43,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,43,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,F,43,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,43,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,43,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,44,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,D,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,L,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,F,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,J,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,S,44,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,45,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,45,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,K,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,F,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,S,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,K,45,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,D,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,45,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,46,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,46,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,46,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,K,46,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,46,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,J,46,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,K,46,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,46,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,46,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,F,46,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,46,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,46,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,47,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,F,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,K,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,47,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,J,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,47,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,S,47,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,48,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,F,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,K,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,D,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,48,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,48,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,49,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,D,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,L,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,K,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,F,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,49,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,50,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,50,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,K,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,F,50,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,S,50,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,51,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,F,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,51,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,L,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,J,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,D,51,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,51,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,S,51,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,52,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,J,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,D,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,K,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,F,52,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,S,52,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,53,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,K,53,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,F,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,S,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,D,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,53,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,53,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,54,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,D,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,L,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,F,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,K,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,K,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,54,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,55,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,L,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,F,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,55,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,56,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,F,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,56,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,J,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,D,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,56,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,57,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,K,57,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,57,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,F,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,K,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,J,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,57,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,57,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,58,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,J,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,L,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,D,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,F,58,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,58,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,59,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,F,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,59,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,K,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,J,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,S,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,D,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,S,59,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,60,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,F,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,K,60,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,S,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,K,60,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,J,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,S,60,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,61,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,K,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,J,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,K,61,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,F,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,L,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,61,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,62,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,F,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,L,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,D,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,K,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,J,62,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,62,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,62,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,63,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,J,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,L,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,F,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,K,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,K,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,D,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,63,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,S,63,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,S,64,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,D,D,64,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,F,K,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,L,64,1,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,F,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,S,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,S,K,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,L,J,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,K,L,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
11,m1,J,S,64,0,"['J', 'K', 'F', 'L', 'D', 'S']"
12,m1,J,J,1,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,D,1,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,1,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,1,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,K,1,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,L,1,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,S,1,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,1,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,S,1,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,F,1,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,K,1,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,J,1,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,2,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,L,2,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,2,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,2,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,2,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,D,2,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,S,2,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,J,2,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,S,2,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,F,2,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,2,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,J,2,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,D,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,L,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,F,J,3,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,S,3,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,F,3,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,3,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,J,3,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,4,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,L,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,4,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,S,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,4,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,D,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,4,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,J,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,S,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,F,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,K,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,J,4,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,5,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,F,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,K,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,F,S,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,5,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,L,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,S,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,5,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,F,S,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,D,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,K,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,J,5,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,6,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,F,6,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,6,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,6,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,6,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,D,6,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,6,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,J,6,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,6,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,F,L,6,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,6,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,J,6,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,7,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,D,7,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,7,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,S,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,K,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,L,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,S,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,J,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,S,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,F,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,F,K,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,J,7,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,8,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,F,F,8,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,8,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,S,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,K,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,L,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,8,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,J,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,S,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,L,D,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,K,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,J,8,0,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,J,J,9,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,D,D,9,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,K,K,9,1,"['D', 'S', 'F', 'J', 'L', 'K']"
12,m1,S,S,9,1,"['D', 'S', 'F', 'J', 'L', 'K']"
